sales,profit,shipping_cost,unit_price,quantity,discount,heavy_discount,heavy_discount_regions,non_profitable,non_profitable_regions,more_qty,more_qty_regions,category_Furniture,category_Office Supplies,category_Technology
346.113,107.613,40.43,115.371,3,0.1,0,0,0,0,1,1,1,0,0
271.264,-33.93599999999999,40.426,38.752,7,0.2,0,0,1,0,1,1,0,0,1
389.61,15.569999999999999,40.42,129.87,3,0.0,0,0,0,0,1,1,0,0,1
286.605,-68.80500000000004,40.42,95.53500000000001,3,0.5,1,0,1,0,1,1,0,0,1
88.77600000000001,7.767900000000001,10.86,29.592000000000002,3,0.2,0,0,0,0,1,1,0,0,1
423.27,181.98,40.41,141.09,3,0.0,0,0,0,0,1,1,0,0,1
435.672,164.47199999999998,40.41,108.918,4,0.1,0,0,0,0,1,1,0,0,1
417.4200000000001,45.9,40.41,69.57000000000001,6,0.0,0,0,0,0,1,1,1,0,0
421.95000000000005,122.25000000000001,40.41,84.39000000000001,5,0.0,0,0,0,0,1,1,0,1,0
723.324,-277.3960000000001,40.391000000000005,103.332,7,0.4,1,0,1,0,1,1,0,0,1
25.031999999999996,7.822499999999998,5.32,8.344,3,0.2,0,0,0,0,1,1,0,1,0
221.292,-22.188000000000002,40.38,110.646,2,0.1,0,0,1,0,0,1,1,0,0
516.6600000000001,87.78,40.37,172.22000000000003,3,0.0,0,0,0,0,1,1,0,0,1
264.96000000000004,10.56,40.37,132.48000000000002,2,0.0,0,0,0,0,0,1,1,0,0
721.8534,251.69339999999997,40.364,240.6178,3,0.002,0,0,0,0,1,1,0,0,1
443.73,159.59999999999997,40.36,63.39,7,0.0,0,0,0,0,1,1,1,0,0
513.48,220.68,40.36,128.37,4,0.0,0,0,0,0,1,0,0,1,0
130.2,44.25000000000001,40.36,26.04,5,0.0,0,0,0,0,1,1,0,1,0
232.875,-10.425000000000004,40.35,46.575,5,0.1,0,0,1,0,1,1,0,0,1
291.59999999999997,125.28,40.34,48.599999999999994,6,0.0,0,0,0,0,1,1,0,1,0
520.02,228.69000000000003,40.33,57.78,9,0.0,0,0,0,0,1,1,1,0,0
345.8999999999999,107.2,40.327999999999996,69.17999999999998,5,0.0,0,0,0,0,1,1,0,0,1
11.76,5.7623999999999995,2.91,5.88,2,0.0,0,0,0,0,0,1,0,1,0
3.89,1.0114,2.0300000000000002,3.89,1,0.0,0,0,0,0,0,1,0,1,0
216.84420000000006,-24.625800000000027,40.3,72.28140000000002,3,0.47000000000000003,1,0,1,0,1,1,0,1,0
408.41999999999996,32.58,40.296,45.379999999999995,9,0.0,0,0,0,0,1,1,0,0,1
209.658,22.607999999999997,40.29,41.931599999999996,5,0.17,0,0,0,0,1,1,0,1,0
360.12800000000004,94.52799999999998,40.29,90.03200000000001,4,0.2,0,0,0,0,1,1,1,0,0
9.155999999999997,-13.734000000000002,1.67,3.051999999999999,3,0.8,1,0,1,0,1,1,0,1,0
9.263999999999998,-13.895999999999997,1.65,3.087999999999999,3,0.8,1,0,1,0,1,1,0,1,0
237.32999999999998,47.25,40.28,26.369999999999997,9,0.0,0,0,0,0,1,1,0,1,0
859.0399999999997,-365.12000000000006,40.279,122.71999999999996,7,0.6,1,0,1,0,1,1,1,0,0
195.885,-19.665000000000003,40.27,39.177,5,0.1,0,0,1,0,1,1,1,0,0
101.70000000000002,36.54,40.27,16.950000000000003,6,0.0,0,1,0,1,1,0,0,1,0
673.6469999999999,-186.57299999999995,40.27,336.82349999999997,2,0.35,1,0,1,0,0,1,1,0,0
978.3899999999999,205.37999999999997,40.25,139.76999999999998,7,0.0,0,0,0,0,1,1,0,0,1
479.98400000000004,89.99699999999999,122.9,239.99200000000002,2,0.2,0,0,0,0,0,1,0,0,1
25.344,9.187199999999999,1.88,6.336,4,0.2,0,0,0,0,1,1,0,1,0
540.804,-31.836,40.24,270.402,2,0.15,0,0,1,0,0,1,0,0,1
17.48,4.5448,1.71,4.37,4,0.0,0,0,0,0,1,1,0,1,0
395.12,55.279999999999994,40.225,98.78,4,0.0,0,0,0,0,1,1,1,0,0
823.5800999999999,-44.349900000000005,40.22,117.65429999999999,7,0.07,0,0,1,0,1,1,1,0,0
3.816,1.1924999999999997,1.25,3.816,1,0.2,0,0,0,0,0,1,0,1,0
473.6000000000001,189.4,40.214,94.72000000000001,5,0.0,0,0,0,0,1,1,0,1,0
342.7920000000001,-30.528000000000006,40.2,114.26400000000002,3,0.1,0,0,1,0,1,1,0,1,0
310.35,108.6,40.19,62.07000000000001,5,0.0,0,0,0,0,1,1,1,0,0
312.48,-312.48,40.19,44.64,7,0.5,1,0,1,0,1,1,1,0,0
520.38,150.84,40.18,173.46,3,0.0,0,0,0,0,1,1,0,0,1
389.47999999999996,23.240000000000002,40.18,55.63999999999999,7,0.0,0,0,0,0,1,1,0,0,1
439.20000000000005,78.96000000000001,40.18,54.900000000000006,8,0.0,0,0,0,0,1,1,0,1,0
343.68,130.56,40.174,85.92,4,0.0,0,0,0,0,1,1,0,1,0
507.84000000000003,50.75999999999999,40.166000000000004,253.92000000000002,2,0.2,0,0,0,0,0,1,1,0,0
696.7620000000001,178.002,40.16,348.38100000000003,2,0.1,0,0,0,0,0,1,1,0,0
696.852,-343.09799999999996,40.16,232.284,3,0.35,1,0,1,0,1,1,0,0,1
520.6800000000001,93.72,40.14,260.34000000000003,2,0.0,0,0,0,0,0,1,0,0,1
111.12000000000005,23.279999999999998,40.136,37.04000000000001,3,0.0,0,0,0,0,1,1,0,0,1
573.48,200.64,40.13,143.37,4,0.0,0,0,0,0,1,1,1,0,0
478.0799999999999,234.24,40.13,239.03999999999996,2,0.0,0,0,0,0,0,1,0,0,1
211.68,86.76,40.13,52.92,4,0.0,0,0,0,0,1,1,0,1,0
328.64,101.84,40.128,82.16,4,0.0,0,0,0,0,1,1,0,0,1
277.05600000000004,-117.86400000000009,40.12,46.17600000000001,6,0.6,1,1,1,1,1,0,0,0,1
213.36,19.11,40.12,30.48,7,0.0,0,0,0,0,1,1,0,1,0
265.44000000000005,31.839999999999996,40.119,33.18000000000001,8,0.0,0,0,0,0,1,1,0,1,0
385.76,38.56,40.111000000000004,77.152,5,0.2,0,0,0,0,1,1,1,0,0
818.2800000000002,171.71999999999997,40.11,136.38000000000002,6,0.0,0,0,0,0,1,1,0,1,0
623.1600000000001,69.21000000000001,40.11,124.63200000000002,5,0.1,0,0,0,0,1,1,1,0,0
247.42400000000004,55.664,40.098,247.42400000000004,1,0.2,0,0,0,0,0,1,1,0,0
268.62,91.32000000000001,40.09,268.62,1,0.0,0,0,0,0,0,1,0,0,1
274.14,43.74000000000001,40.09,45.69,6,0.0,0,0,0,0,1,1,0,1,0
6.6000000000000005,2.904000000000001,1.2,2.2,3,0.0,0,0,0,0,1,1,0,1,0
567.528,73.36800000000001,40.08,141.882,4,0.15,0,0,0,0,1,1,0,0,1
1.7199999999999995,-2.838,1.16,1.7199999999999995,1,0.8,1,0,1,0,0,1,0,1,0
278.6400000000001,3.059999999999988,40.07,46.44000000000002,6,0.1,0,0,0,0,1,1,0,1,0
136.14,-109.01999999999998,40.05,34.035,4,0.5,1,0,1,0,1,1,0,0,1
723.72,253.26,40.05,361.86,2,0.0,0,0,0,0,0,1,1,0,0
211.464,-66.996,40.05,105.732,2,0.4,1,0,1,0,0,1,0,0,1
204.83064000000005,40.55064,40.046,102.41532000000002,2,0.202,0,0,0,0,0,1,0,0,1
414.7199999999999,70.5,40.03,207.35999999999996,2,0.0,0,0,0,0,0,1,0,1,0
126.846,40.866,40.03,63.423,2,0.1,0,0,0,0,0,1,0,1,0
529.15956,78.43956,40.028,176.38652000000002,3,0.002,0,0,0,0,1,1,0,0,1
324.0,29.160000000000004,40.02,27.0,12,0.0,0,0,0,0,1,1,0,1,0
235.00799999999998,-86.23200000000003,40.02,58.751999999999995,4,0.4,1,0,1,0,1,1,0,1,0
2.688,0.8399999999999997,1.15,2.688,1,0.2,0,0,0,0,0,1,0,1,0
16.520000000000003,1.6519999999999992,1.42,3.3040000000000007,5,0.2,0,0,0,0,1,1,0,1,0
318.81600000000003,42.496,40.013999999999996,79.70400000000001,4,0.4,1,0,0,0,1,1,1,0,0
948.051,126.321,40.01,72.927,13,0.1,0,0,0,0,1,1,0,0,1
130.56,36.48,40.001,32.64,4,0.0,0,0,0,0,1,1,0,1,0
378.0,-20.159999999999997,39.99,94.5,4,0.25,0,0,1,0,1,1,0,0,1
344.6,93.0,39.988,68.92,5,0.0,0,0,0,0,1,1,0,0,1
807.24,80.63999999999999,39.987,115.32000000000001,7,0.0,0,0,0,0,1,1,0,0,1
324.45000000000005,35.64,39.98,108.15000000000002,3,0.0,0,0,0,0,1,1,1,0,0
782.94,203.56440000000003,123.26,260.98,3,0.0,0,0,0,0,1,1,1,0,0
387.18,-34.470000000000006,39.94,129.06,3,0.1,0,0,1,0,1,1,1,0,0
175.10000000000002,61.2,39.939,35.02,5,0.0,0,0,0,0,1,1,0,1,0
242.48000000000002,116.39039999999999,19.82,34.64,7,0.0,0,0,0,0,1,1,0,1,0
250.26300000000003,-7.76700000000001,39.93,83.421,3,0.35,1,0,1,0,1,1,0,0,1
256.68,33.36,39.92,128.34,2,0.0,0,0,0,0,0,0,0,0,1
288.36,14.399999999999999,39.92,144.18,2,0.0,0,1,0,1,0,0,0,0,1
283.26,113.28,39.91,283.26,1,0.0,0,0,0,0,0,1,0,1,0
636.768,212.20799999999997,39.91,79.596,8,0.1,0,0,0,0,1,1,0,0,1
691.56,290.4,39.9,172.89,4,0.0,0,0,0,0,1,1,0,0,1
149.28,11.94,39.9,74.64,2,0.0,0,0,0,0,0,1,0,0,1
127.008,40.878000000000014,39.9,42.336,3,0.1,0,0,0,0,1,1,0,1,0
123.55199999999999,-29.343599999999995,9.62,41.184,3,0.2,0,0,1,0,1,1,0,1,0
220.56,41.88,39.89,55.14,4,0.0,0,0,0,0,1,0,0,1,0
139.95000000000002,46.05,39.89,27.990000000000002,5,0.0,0,0,0,0,1,1,0,1,0
236.16,47.160000000000004,39.88,39.36,6,0.0,0,0,0,0,1,1,0,1,0
413.82,20.61,39.87,137.94,3,0.0,0,0,0,0,1,1,0,0,1
529.8000000000001,68.82000000000001,39.87,264.90000000000003,2,0.0,0,0,0,0,0,1,0,0,1
334.79999999999995,-29.849999999999994,39.86,66.96,5,0.1,0,0,1,0,1,1,0,0,1
215.37600000000003,-231.78400000000002,39.852999999999994,15.384000000000002,14,0.6,1,0,1,0,1,1,1,0,0
507.6630000000001,-78.14699999999993,39.84,169.22100000000003,3,0.35,1,0,1,0,1,1,0,0,1
53.279999999999994,26.64,5.99,53.279999999999994,1,0.0,0,0,0,0,0,0,0,1,0
345.24,106.97999999999999,39.84,172.62,2,0.0,0,0,0,0,0,1,1,0,0
147.71200000000005,12.911999999999988,39.836,73.85600000000002,2,0.2,0,0,0,0,0,1,1,0,0
222.23999999999995,17.76,39.836,74.07999999999998,3,0.0,0,0,0,0,1,1,1,0,0
448.96000000000004,26.880000000000003,39.833999999999996,112.24000000000001,4,0.0,0,0,0,0,1,1,0,0,1
590.1174,69.73740000000001,39.833999999999996,196.70579999999998,3,0.002,0,0,0,0,1,1,0,0,1
869.7,191.25,39.83,173.94,5,0.0,0,0,0,0,1,1,1,0,0
250.65,-145.65,39.83,25.065,10,0.5,1,0,1,0,1,1,0,1,0
226.56,-147.28000000000003,39.826,56.64,4,0.4,1,0,1,0,1,1,0,1,0
414.33,202.86,39.82,59.19,7,0.0,0,0,0,0,1,1,1,0,0
84.60000000000002,6.719999999999999,39.813,28.200000000000006,3,0.0,0,0,0,0,1,1,0,1,0
39.99,11.597099999999998,5.2,39.99,1,0.0,0,0,0,0,0,1,0,0,1
409.03200000000004,143.082,39.81,136.34400000000002,3,0.2,0,0,0,0,1,1,1,0,0
757.5,151.5,39.81,151.5,5,0.0,0,0,0,0,1,1,1,0,0
254.94000000000003,-312.33000000000004,39.8,254.94000000000003,1,0.6,1,1,1,1,0,0,0,0,1
504.0,110.88,39.8,84.0,6,0.0,0,0,0,0,1,1,0,0,1
408.3599999999999,57.12,39.77,204.17999999999995,2,0.0,0,0,0,0,0,1,0,1,0
405.89099999999996,117.17100000000002,39.75,135.297,3,0.1,0,0,0,0,1,1,1,0,0
16.74,4.352399999999999,2.44,8.37,2,0.0,0,0,0,0,0,1,1,0,0
714.42,277.74,39.74,178.605,4,0.1,0,0,0,0,1,1,0,1,0
242.54999999999995,43.650000000000006,39.73,48.50999999999999,5,0.0,0,0,0,0,1,1,0,1,0
170.10000000000002,83.34,39.73,28.350000000000005,6,0.0,0,0,0,0,1,1,0,1,0
477.3006000000001,45.42059999999998,39.73,238.65030000000004,2,0.37,1,0,0,0,0,1,0,0,1
340.37999999999994,-39.72000000000003,39.727,68.076,5,0.4,1,0,1,0,1,1,1,0,0
241.74,106.20000000000002,39.72,40.29,6,0.0,0,0,0,0,1,1,0,0,1
412.02,206.01,39.7,137.34,3,0.0,0,0,0,0,1,1,0,1,0
107.73,5.130000000000001,39.7,11.97,9,0.0,0,0,0,0,1,1,0,1,0
732.8999999999999,307.8,39.69,73.28999999999999,10,0.0,0,0,0,0,1,0,0,0,1
16.28,6.5120000000000005,1.76,8.14,2,0.0,0,0,0,0,0,1,0,1,0
385.02,127.02000000000001,39.68,192.51,2,0.0,0,0,0,0,0,0,0,0,1
40.032000000000004,15.011999999999999,1.4,6.672000000000001,6,0.2,0,0,0,0,1,1,0,1,0
558.0000000000001,139.44,39.68,139.50000000000003,4,0.0,0,0,0,0,1,1,0,0,1
225.82000000000008,8.96,39.679,32.26000000000001,7,0.0,0,0,0,0,1,1,0,1,0
173.60999999999999,32.94,39.67,57.87,3,0.0,0,0,0,0,1,1,0,1,0
731.8199999999999,102.42,39.66,365.90999999999997,2,0.0,0,0,0,0,0,1,1,0,0
967.9800000000001,106.43999999999998,39.65,322.66,3,0.0,0,0,0,0,1,1,1,0,0
740.8500000000001,266.70000000000005,39.62,148.17000000000002,5,0.0,0,0,0,0,1,1,1,0,0
190.998,25.397999999999996,39.62,31.833,6,0.1,0,0,0,0,1,1,0,1,0
592.74,160.03979999999999,37.69,98.79,6,0.0,0,0,0,0,1,1,0,1,0
299.52,149.76,37.66,33.28,9,0.0,0,0,0,0,1,1,0,1,0
63.98400000000001,10.397399999999998,9.1,31.992000000000004,2,0.2,0,0,0,0,0,1,0,0,1
685.755,127.99499999999998,39.6,97.965,7,0.25,0,0,0,0,1,1,1,0,0
297.9035999999999,25.023599999999995,39.6,74.47589999999998,4,0.17,0,0,0,0,1,1,0,0,1
340.34999999999997,51.0,39.59,68.07,5,0.0,0,0,0,0,1,1,0,0,1
586.4,275.6,39.589999999999996,58.64,10,0.0,0,0,0,0,1,1,1,0,0
154.35,38.519999999999996,39.58,51.449999999999996,3,0.0,0,0,0,0,1,1,0,1,0
219.60000000000002,39.480000000000004,39.58,54.900000000000006,4,0.0,0,0,0,0,1,1,0,1,0
282.744,62.66400000000001,39.57,40.392,7,0.1,0,0,0,0,1,1,0,1,0
312.33599999999996,62.31599999999999,39.57,52.05599999999999,6,0.1,0,0,0,0,1,1,0,1,0
604.575,185.325,39.57,120.915,5,0.25,0,0,0,0,1,1,1,0,0
177.48000000000002,3.5200000000000005,39.569,88.74000000000001,2,0.0,0,0,0,0,0,1,1,0,0
634.5,272.7,39.56,126.9,5,0.0,0,0,0,0,1,1,0,0,1
70.368,6.157200000000003,6.82,35.184,2,0.2,0,0,0,0,0,1,0,1,0
265.26,13.26,39.56,132.63,2,0.0,0,0,0,0,0,1,0,0,1
38.88,18.6624,6.66,6.48,6,0.0,0,0,0,0,1,1,0,1,0
865.0530000000001,345.93300000000005,39.55,123.57900000000002,7,0.1,0,0,0,0,1,1,0,1,0
418.728,-143.472,39.55,104.682,4,0.27,0,0,1,0,1,1,1,0,0
457.89300000000003,111.84299999999998,39.54,152.631,3,0.1,0,0,0,0,1,1,0,0,1
161.7,38.64,39.54,11.549999999999999,14,0.0,0,0,0,0,1,0,0,1,0
270.9,27.0,39.54,54.17999999999999,5,0.0,0,0,0,0,1,1,0,0,1
1160.7840000000003,489.98400000000004,39.54,145.09800000000004,8,0.1,0,0,0,0,1,1,1,0,0
29.04,13.9392,2.74,9.68,3,0.0,0,0,0,0,1,1,0,1,0
594.18,47.519999999999996,39.53,297.09,2,0.0,0,0,0,0,0,1,0,0,1
527.76,5.2,39.522000000000006,131.94,4,0.0,0,0,0,0,1,1,0,1,0
645.9660000000001,212.70599999999996,39.52,215.32200000000003,3,0.15,0,0,0,0,1,1,0,0,1
445.176,123.606,39.52,49.464,9,0.1,0,0,0,0,1,1,0,1,0
123.93,61.949999999999996,39.52,123.93,1,0.0,0,0,0,0,0,0,1,0,0
7.5600000000000005,0.3024,1.8,1.26,6,0.0,0,0,0,0,1,1,0,1,0
7.712000000000001,2.7956000000000003,1.79,3.8560000000000003,2,0.2,0,0,0,0,0,1,0,1,0
342.624,36.92399999999999,39.5,34.2624,10,0.17,0,0,0,0,1,1,0,1,0
877.1422,50.9422,39.495999999999995,175.42844,5,0.002,0,0,0,0,1,1,0,0,1
142.62300000000002,-275.75699999999995,39.49,142.62300000000002,1,0.7,1,1,1,1,0,0,1,0,0
346.92,0.0,39.483,115.64,3,0.0,0,0,0,0,1,1,0,0,1
527.34,131.82,39.48,263.67,2,0.0,0,0,0,0,0,1,0,0,1
7.992000000000001,0.5994000000000002,1.78,7.992000000000001,1,0.2,0,0,0,0,0,1,0,0,1
546.0,158.28,39.47,136.5,4,0.0,0,0,0,0,1,1,0,0,1
428.175,-51.525000000000006,39.47,85.635,5,0.25,0,0,1,0,1,1,0,0,1
477.12383999999986,147.24384,39.464,159.04127999999994,3,0.002,0,0,0,0,1,1,0,0,1
988.0799999999999,276.48,39.46,123.50999999999999,8,0.0,0,0,0,0,1,1,1,0,0
209.76,85.98,39.45,104.88,2,0.0,0,0,0,0,0,0,0,0,1
4.176,1.3049999999999997,1.56,4.176,1,0.2,0,0,0,0,0,1,0,1,0
253.32000000000005,108.89999999999999,39.44,253.32000000000005,1,0.0,0,0,0,0,0,0,0,0,1
14.62,6.8713999999999995,1.37,7.31,2,0.0,0,0,0,0,0,1,0,1,0
501.47504,84.39504,39.439,250.73752,2,0.002,0,0,0,0,0,1,0,0,1
176.38652000000002,26.14652,39.431,176.38652000000002,1,0.002,0,0,0,0,0,1,0,0,1
875.0160000000001,311.016,39.43,109.37700000000001,8,0.1,0,0,0,0,1,1,1,0,0
248.82,4.92,39.43,124.41,2,0.0,0,0,0,0,0,1,0,0,1
658.6379999999999,-36.642,39.42,329.31899999999996,2,0.1,0,0,1,0,0,1,1,0,0
156.74400000000003,-203.796,39.4,52.24800000000001,3,0.6,1,0,1,0,1,1,1,0,0
457.84,187.68,39.382,114.46,4,0.0,0,0,0,0,1,1,1,0,0
572.6700000000001,178.11,39.38,190.89000000000001,3,0.1,0,0,0,0,1,1,0,1,0
689.96,165.56,39.372,344.98,2,0.0,0,0,0,0,0,1,0,1,0
248.22,56.06999999999999,39.37,35.46,7,0.25,0,0,0,0,1,1,1,0,0
210.9,103.2,39.36,21.09,10,0.0,0,0,0,0,1,1,0,1,0
183.96800000000002,-25.29560000000002,73.19,91.98400000000001,2,0.2,0,0,1,0,0,1,1,0,0
283.92,17.74500000000002,34.56,56.784000000000006,5,0.2,0,0,0,0,1,1,1,0,0
954.0900000000001,219.42000000000002,39.34,318.03000000000003,3,0.0,0,0,0,0,1,1,0,0,1
409.77,69.66,39.34,136.59,3,0.0,0,0,0,0,1,1,0,0,1
98.64000000000001,9.84,39.33,49.32000000000001,2,0.0,0,0,0,0,0,1,0,1,0
350.80799999999994,-140.35199999999998,39.315,175.40399999999997,2,0.4,1,0,1,0,0,1,1,0,0
504.0900000000001,115.92,39.31,168.03000000000003,3,0.0,0,0,0,0,1,1,1,0,0
179.88,53.88,39.31,44.97,4,0.0,0,0,0,0,1,1,0,1,0
338.7,30.48,39.31,169.35,2,0.0,0,0,0,0,0,1,1,0,0
278.6652,-12.034800000000006,39.31,139.3326,2,0.07,0,0,1,0,0,1,1,0,0
931.3919999999998,279.25200000000007,39.307,103.48799999999999,9,0.2,0,0,0,0,1,1,1,0,0
263.488,75.728,39.301,65.872,4,0.2,0,0,0,0,1,1,1,0,0
239.85,43.05,39.29,47.97,5,0.0,0,0,0,0,1,1,0,1,0
648.3240000000001,50.36399999999999,39.29,108.05400000000002,6,0.1,0,0,0,0,1,1,0,0,1
558.42,0.0,39.29,279.21,2,0.0,0,0,0,0,0,1,0,1,0
149.46,56.79,39.29,149.46,1,0.0,0,0,0,0,0,1,1,0,0
727.56,116.4,39.286,242.51999999999998,3,0.0,0,0,0,0,1,1,1,0,0
168.28800000000007,56.687999999999974,39.286,28.048000000000012,6,0.2,0,0,0,0,1,1,0,1,0
409.54409999999996,79.2441,39.28,136.51469999999998,3,0.07,0,0,0,0,1,1,0,0,1
623.6685,-153.57149999999996,39.28,207.8895,3,0.35,1,0,1,0,1,1,0,0,1
533.3760000000001,-0.14400000000000546,39.26,88.89600000000002,6,0.2,0,0,1,0,1,1,1,0,0
671.0597999999999,-73.60019999999997,39.25,335.52989999999994,2,0.27,0,0,1,0,0,1,1,0,0
520.1999999999999,124.84,39.245999999999995,260.09999999999997,2,0.0,0,0,0,0,0,1,1,0,0
491.83200000000005,158.472,39.24,61.479000000000006,8,0.1,0,0,0,0,1,1,1,0,0
68.97,19.311600000000002,21.57,22.99,3,0.0,0,0,0,0,1,1,0,1,0
715.3863600000001,34.38636,39.233999999999995,238.46212000000003,3,0.002,0,0,0,0,1,1,0,0,1
46.76,22.4448,11.98,6.68,7,0.0,0,0,0,0,1,1,0,1,0
287.94,0.0,39.23,143.97,2,0.0,0,0,0,0,0,1,1,0,0
557.0475,-26.302499999999995,39.22,111.40950000000001,5,0.15,0,0,1,0,1,1,0,0,1
868.644,366.7439999999999,39.22,124.092,7,0.1,0,0,0,0,1,1,0,0,1
373.27500000000003,28.875,39.22,53.325,7,0.1,0,0,0,0,1,1,0,0,1
282.18,121.32,39.22,141.09,2,0.0,0,0,0,0,0,1,0,0,1
81.96,22.9488,9.3,40.98,2,0.0,0,0,0,0,0,1,0,1,0
379.8090000000001,-38.06100000000001,39.21,126.60300000000002,3,0.1,0,0,1,0,1,1,0,1,0
285.6,25.68,39.21,142.8,2,0.0,0,0,0,0,0,1,1,0,0
166.8,15.0,39.19,41.7,4,0.0,0,0,0,0,1,1,0,1,0
234.81600000000003,-82.22400000000002,39.184,58.70400000000001,4,0.4,1,0,1,0,1,1,1,0,0
70.56,23.990399999999994,4.32,11.76,6,0.0,0,0,0,0,1,1,1,0,0
12.96,6.2208000000000006,1.98,6.48,2,0.0,0,0,0,0,0,1,0,1,0
299.03999999999996,2.9400000000000004,39.14,42.71999999999999,7,0.0,0,0,0,0,1,1,1,0,0
212.03999999999996,12.719999999999999,39.132,35.339999999999996,6,0.0,0,0,0,0,1,1,1,0,0
561.087,211.887,39.13,187.029,3,0.1,0,0,0,0,1,1,0,1,0
555.66,-208.52999999999997,39.13,79.38,7,0.6,1,0,1,0,1,1,0,1,0
408.29999999999995,106.14000000000001,39.13,204.14999999999998,2,0.0,0,1,0,1,0,0,0,1,0
319.98400000000004,55.94399999999998,39.126,45.712,7,0.2,0,0,0,0,1,1,1,0,0
273.47200000000004,95.71200000000002,39.124,68.36800000000001,4,0.2,0,0,0,0,1,1,1,0,0
444.62399999999997,-466.8959999999999,39.122,74.104,6,0.6,1,0,1,0,1,1,0,1,0
330.1384,45.5784,39.114,82.5346,4,0.002,0,0,0,0,1,1,0,0,1
510.12,-10.259999999999991,39.11,85.02,6,0.5,1,0,1,0,1,1,0,0,1
190.44,36.12,39.11,47.61,4,0.0,0,1,0,1,1,0,0,1,0
244.5,88.0,39.108,48.9,5,0.0,0,0,0,0,1,1,0,0,1
24.900000000000002,11.703000000000001,1.85,4.98,5,0.0,0,0,0,0,1,1,0,1,0
729.48,-492.4200000000001,39.1,145.89600000000002,5,0.6,1,0,1,0,1,1,1,0,0
113.28000000000002,29.43,39.1,113.28000000000002,1,0.0,0,0,0,0,0,0,1,0,0
776.2500000000001,-326.10000000000014,39.1,155.25000000000003,5,0.5,1,0,1,0,1,1,0,0,1
451.13599999999997,-67.67039999999997,30.21,112.78399999999999,4,0.2,0,0,1,0,1,1,1,0,0
859.4999999999998,266.4,39.07,171.89999999999995,5,0.0,0,0,0,0,1,1,0,0,1
316.476,-126.62400000000004,39.05,158.238,2,0.4,1,0,1,0,0,1,0,0,1
679.8,95.16,39.05,169.95,4,0.0,0,0,0,0,1,1,0,0,1
64.864,6.486400000000003,5.3,16.216,4,0.2,0,0,0,0,1,1,0,1,0
35.12,13.17,5.12,17.56,2,0.2,0,0,0,0,0,1,0,0,1
490.14,29.339999999999996,39.03,81.69,6,0.0,0,0,0,0,1,1,0,0,1
348.46168,76.10168,39.022000000000006,174.23084,2,0.002,0,0,0,0,0,1,0,0,1
207.18,33.12,39.02,103.59,2,0.0,0,0,0,0,0,1,0,0,1
95.68799999999999,14.327999999999985,39.019999999999996,31.895999999999997,3,0.4,1,0,0,0,1,1,0,0,1
355.38,170.57999999999998,39.01,177.69,2,0.0,0,0,0,0,0,1,1,0,0
544.7249999999999,205.72500000000002,39.01,108.94499999999998,5,0.1,0,0,0,0,1,1,1,0,0
502.9200000000001,110.64000000000001,39.0,125.73000000000002,4,0.0,0,0,0,0,1,0,0,0,1
249.18,107.10000000000001,39.0,124.59,2,0.0,0,0,0,0,0,1,0,0,1
333.8,156.8,38.998000000000005,66.76,5,0.0,0,0,0,0,1,1,1,0,0
298.14,14.879999999999999,38.99,298.14,1,0.0,0,0,0,0,0,0,0,0,1
135.84,57.0,38.97,33.96,4,0.0,0,0,0,0,1,1,0,1,0
654.102,-50.897999999999996,38.97,327.051,2,0.1,0,0,1,0,0,1,1,0,0
486.3599999999999,213.95999999999998,38.96,121.58999999999997,4,0.0,0,1,0,1,1,0,1,0,0
152.81999999999996,39.6,38.96,25.469999999999995,6,0.0,0,1,0,1,1,0,0,1,0
114.60000000000001,46.8,38.95,11.46,10,0.0,0,0,0,0,1,1,0,1,0
422.73,147.87,38.95,140.91,3,0.0,0,0,0,0,1,1,1,0,0
515.646,229.176,38.95,171.88199999999998,3,0.1,0,0,0,0,1,1,0,0,1
131.868,5.808000000000002,38.94,65.934,2,0.1,0,0,0,0,0,1,0,0,1
14.272,4.281600000000001,1.73,1.784,8,0.2,0,0,0,0,1,1,1,0,0
585.552,73.19399999999996,45.52,195.184,3,0.2,0,0,0,0,1,1,1,0,0
463.968,-15.552,38.94,115.992,4,0.1,0,0,1,0,1,1,0,1,0
665.1450000000001,-0.1950000000000216,38.93,51.165000000000006,13,0.1,0,0,1,0,1,1,0,0,1
170.46000000000004,71.46000000000001,38.92,28.410000000000007,6,0.0,0,0,0,0,1,0,0,1,0
419.94399999999996,52.49299999999997,37.54,59.992,7,0.2,0,0,0,0,1,1,0,0,1
258.264,-27.396,38.89,129.132,2,0.15,0,0,1,0,0,1,0,0,1
726.3486,140.53860000000003,38.89,242.11620000000002,3,0.07,0,0,0,0,1,1,0,0,1
321.07499999999993,-314.7749999999999,38.89,64.21499999999999,5,0.5,1,0,1,0,1,1,0,1,0
401.64599999999996,54.99600000000001,38.88,80.32919999999999,5,0.27,0,0,0,0,1,1,1,0,0
298.14,14.879999999999999,38.88,298.14,1,0.0,0,1,0,1,0,0,0,0,1
523.98,-139.77000000000004,38.87,104.796,5,0.4,1,0,1,0,1,1,0,0,1
340.92,3.4091999999999842,29.78,113.64,3,0.0,0,0,0,0,1,1,0,1,0
260.41499999999996,46.21499999999999,38.87,52.08299999999999,5,0.1,0,0,0,0,1,1,0,1,0
